rq_id,old_rq_no,old_slide,category,chapter,chapter_v3,section,hitl,component,charted,chapter_note,action,question,kind,role,method,detectors,sources,status,defer_reason,background,hypothesis,ideal,transcript,old_question,merged_in,now
NEW-C04-02,,,C04,16,,S03,,,,,merge:NEW-C02-02,"How many outages (provider limits, harness down) did the factory hit, and what was the typical duration?",distribution,core,sql;detector:D6,D6,harness.limit_events;harness.turns,now,,An outage is time the factory could not run for reasons outside it.,"""How many outages or what are the typical outage time frames.""",No outage stalls work: fallback capacity exists.,36:47 — track outages and typical outage time frames.,,,→ C02
NEW-C04-03,,,C04,16,6,S03,no,orchestration,no,sessions colliding in one checkout: fleet isolation,new,"How often do two sessions work in the same checkout at once, and how often does one overwrite or block the other?",metric,core,sql + haiku,,harness.sessions;harness.tool_calls,baseline,,The harness may not notice another session in the same repo.,"""How often are we stepping on each other.""",Zero shared-checkout sessions.,"32:40 — if local, how often are we stepping on each other.",,,
NEW-C04-04,,,C04,16,6,S03,no,orchestration,no,sandbox isolation between agents,new,"Are agent sessions run in sandboxes, and what share of sessions use one?",yes/no,core,sql,,harness.tool_calls,now,,Sandboxing is the alternative to worktrees for isolation.,"""Are we using sandboxes? Are we using worktrees?""",Everything runs isolated.,"32:40 — are we using sandboxes, worktrees.",,,
NEW-C04-05,,,C04,16,6,S14,no,orchestration,no,The effect of adopting the template's workflows,new,How did CI minutes per repo change before versus after the repo adopted the template's shared workflows?,metric,core,sql + detector,D3,github.ci_runs;git.commits,baseline,,"CI minutes are billed per job rounded up, so five parallel 5-second jobs bill five minutes; ci_jobs.billable_ms is not ingested yet, so run duration is the proxy.",Not discussed. Draft: shared workflows cut per-repo minutes.,Shared workflows are the cheapest form of CI.,"43:40 — before and after template repo, how did it change.",,,
NEW-C04-06,,,C04,16,11,S14,no,gate,no,,new,"What share of checks run locally (pre-commit, pre-push) versus only in CI, and which only-in-CI checks could move local?",inventory,core,detector,D10,git.commit_files,now,,Local checks are faster and free; only end-to-end tests truly need CI.,"""Just do the local checks. Of course some end-to-end tests can only be done in GitHub Actions.""",Every check that can run locally does; CI re-runs it as the gate.,31:16 — CI takes longer than local checks; do local checks.,,,
RQ-h2-001,RQ 04.03,59,C04,16,10,S14,no,orchestration,yes,,reword,"How are CI minutes distributed across the template repo, the clones and the infrastructure repos, and which repo consumes the largest share?",metric,core,sql,,github.ci_runs;git.repos,now,,"CI minutes are billed per job rounded up, so five parallel 5-second jobs bill five minutes; ci_jobs.billable_ms is not ingested yet, so run duration is the proxy.",Not discussed in detail. Draft: the template and the process plugin's consumers dominate because every shared-workflow change runs everywhere.,"CI spend is proportional to shipped change sets per repo, not to how many repos exist.","43:40 — how does CI spend distribute across repos, template repos.","How is the factory's shared CI/cloud spend distributed across the clones, the template repo, and the infrastructure repos, and which of them consumes the largest share of the shared budget?",,
RQ-h2-002,RQ 04.04,60,C04,16,10,S15,no,none,yes,,reword,"What share of CI minutes and PRs goes to dependency-update bots versus agent-authored feature work, and does it spike on heavy update days?",metric,core,sql,,github.prs;github.ci_runs,now,,"Routine dependency upkeep competes with hardening, security and features for the same CI and review budget.","Owner flagged it as interesting: routine bot work versus hardening versus security, split by task category.","Dependency updates batched and grouped so upkeep is a small, flat share of CI.",44:04 — routine dependabot work versus hardening versus security; how CI time varies by category.,"What share of the factory's CI minutes and merged/opened PR volume goes to automated dependency-maintenance bots versus human- or agent-authored feature work, and does that share spike on heavy dependency-update days?",,
RQ-h2-003,RQ 04.05,61,C04,16,5,S15,no,none,yes,Onboarding cost falls as the template matures: a fleet argument,reword,"What is the spend and CI time per shipped change set in each clone, and does a new clone's onboarding cost fall as the template matures?",metric,core,sql + detector,D1;D9,harness.sessions;github.ci_runs;git.commits,baseline,,"Cost is the harness-reported API-equivalent cost; the subscription plan changed during the year, so dollars paid differ.","Owner: ""that's fine"" (kept as asked). Draft: onboarding cost falls as the template absorbs setup work.",Onboarding a clone costs close to zero agent spend; per-change-set cost is similar across clones.,44:34 — cost per unit of shipped output; fine.,"How does the cost per unit of shipped output (spend or CI time per feature) vary across clones, including clones that ship no features at all, and does the cost of onboarding a new clone fall as the template matures?",,
RQ-h2-004,RQ 04.08,64,C04,16,6,S15,no,protocol,no,Fix once upstream vs per clone is a fleet argument,reword,"For a defect inherited from the template by every clone, what does fixing it independently in each clone cost compared to fixing it once upstream and propagating the fix?",metric,core,detector,D3;D7;D9,git.commits;harness.sessions,baseline,,"Cost is the harness-reported API-equivalent cost; the subscription plan changed during the year, so dollars paid differ.",Fixing upstream and propagating is much cheaper than fixing per repo.,Fix-once rate near 100%: every inherited defect is fixed upstream and propagated.,45:27 — cost of fixing in each repo versus upstream then downstream.,"When the same defect exists in the template and is inherited by every clone, what is the cost of each clone independently discovering and fixing it, compared to fixing it once upstream and propagating the fix?",,
RQ-h2-005,RQ 04.10,66,C04,16,6,S15,no,protocol,no,Duplicate builds across clones is a fleet argument,reword,"When a capability is needed by more than one clone, what does it cost when each builds it separately rather than once in a shared repo?",metric,core,detector,D7;D9,git.commits;plans.plan_items;harness.sessions,baseline,,Duplicated capabilities often come from an undocumented shared-service contract.,"Not discussed. Draft: duplication is rare but expensive when it happens, and usually traced to a missing contract.",Shared capabilities are built once upstream; duplicates are detected and consolidated.,46:33 — what does it cost when each clone designs it separately.,"When a capability is needed by more than one clone, what does it cost when each clone designs and implements it separately, including when the duplication stems from an undocumented shared-service contract, versus building it once?",,
RQ-h2-006,RQ 04.09,65,C04,16,9,S15,no,gate,no,Review scaled to reversibility is human authority,reword,How does the cost of agent review scale with a change's risk or reversibility?,metric,core,sql + detector,D8;D9,harness.subagent_runs;github.prs;github.pr_reviews,baseline,,Agent review cost is recorded in subagent runs; human review time was never recorded.,"""The cost of an agent review we probably have""; human review cost is unknown.","Review depth set by risk, not size; cost per review known for both humans and agents.",45:49 — cost of human review can't be quantified; agent review we probably have.,"How does the depth and cost of human or agent review scale with a change's risk or reversibility, and what does loosening an automated safeguard cost in downstream stranded work?",,
RQ-h2-007,RQ 04.02,58,C04,16,10,S14,no,gate,yes,,reword,"What share of CI minutes goes to runs that cannot change an outcome: duplicate runs, over-parallelized short jobs billed a full minute each, and scheduled jobs that find nothing?",metric,core,sql + detector,D8,github.ci_runs;github.ci_jobs,baseline,,"CI minutes are billed per job rounded up, so five parallel 5-second jobs bill five minutes; ci_jobs.billable_ms is not ingested yet, so run duration is the proxy.","Parallel short jobs are a real waste source: ""we are charged five minutes""; serializing them saves money.",Every billed CI minute can fail an outcome; short checks run locally in pre-commit/pre-push.,43:16 — five 5-second parallel jobs are charged five minutes; need something better.,"How much of the factory's CI/build spend is waste from configuration problems -- duplicate runs on one change, scheduled jobs that rarely find anything, over-parallelized jobs, cache misses, or a data-transfer limit forcing a costly re-pull -- and how much is recovered once each is fixed?",,
RQ-h2-008,RQ 04.06,62,C04,16,4,S15,no,policy,no,planning accuracy per goal is unit of production,reword,"How well does the number of PRs planned for a goal predict the number it actually took, and does the kind of work explain the gap?",metric,core,sql,,plans.goals;plans.plan_items;github.prs,baseline,,The factory has no planned-effort ceiling; PRs per goal is the only proxy for planned effort.,"""I don't think we say ceiling, we just say number of PRs""; there may be no ceiling at all here.",Every goal carries an effort budget (turns or dollars) and actuals are compared automatically.,44:49 — no ceiling; number of PRs is the proxy; keep questions we can't answer.,"How well does an item's planned effort ceiling predict its actual effort, how often does it get raised before completion, and does the kind of work explain the gap?",,
RQ-h2-009,RQ 04.15,71,C04,16,10,S15,no,none,yes,,reword,"What share of spend goes to features, bug fixes, security and compliance work, and how does each category's share change over time?",metric,core,sql + detector,D9,plans.plan_items;harness.sessions,baseline,,"Cost is the harness-reported API-equivalent cost; the subscription plan changed during the year, so dollars paid differ.",Owner asked for cost split by features versus bugs versus security versus others.,"A known, deliberate split, with compliance work shrinking as controls become scripted.",49:07 — cost for features versus bugs versus security versus others.,"What is the marginal cost of compliance- or security-focused work compared to an equivalent-sized product change, including the cost of repairing a control register that drifted out of date?",,
RQ-h2-010,RQ 04.11,67,C04,16,2,S15,no,none,no,Unit-of-work level sensitivity is method,reword,"How do spend and CI minutes per unit of work change when the unit is counted at each level: change set, commit, PR, work item and goal?",metric,core,sql + detector,D1;D9,git.commits;github.prs;plans.plan_items;plans.goals,baseline,,"The owner wants cost rolled up along the unit-of-work chain, not only per PR.","The rollup (lines → change set → PR → commits → item → goal) is the interesting part, not the PR policy.",Cost per change set is stable and every level rolls up from it.,"47:03 — go from lines to change set to PR to commits, per task, feature, goal.","How does a policy on PR granularity (many small PRs per unit of work versus one PR per unit of work) change CI and review cost, and how long does an old habit persist after the policy changes?",,
RQ-h2-011,RQ 04.07,63,C04,16,6,S15,no,protocol,no,The cost of deferring an upstream fix is a fleet argument,reword,"When a fix to the template repo is deferred, how many times do other agents repeat the same mistake in clones before the fix lands, and what does that repetition cost?",lag,core,detector,D3;D7;D9,git.commits;plans.plan_items;harness.sessions,baseline,,The cost of deferring an upstream fix is that other agents make the same mistake downstream in the meantime.,"""If you don't fix things the moment you see it, other agents might make the same mistake.""",A defect found anywhere is fixed upstream first and broadcast; repeat count is zero.,44:49 — not fixing immediately means other agents repeat the mistake.,"What is the cost of deferring an upgrade, a capacity limit fix, or an unfiled improvement in the shared template now, versus doing it immediately, once the fleet has grown further?",,
RQ-h2-012,RQ 04.12,68,C04,16,6,S10,yes,protocol,no,,reword,"When work in one repo is blocked on a fix upstream, how long passes from identifying it to picking the work back up, and how much of that is waiting?",lag,core,detector,D3;D6,plans.plan_items;plans.item_edges;plans.messages,baseline,,The right fix is often upstream; the gap between finding it and resuming downstream work is waste.,"That wait is ""wasted time"".",Blocked time near zero: upstream fixes are picked up immediately via messaging.,"47:42 — issue found in one repo, right fix upstream; time to resume is wasted.","When one repo's work is blocked on another, or a cross-repo message fails to reach its destination, how much of the resulting delay is actual work versus time spent waiting or lost to the coordination mechanism failing?",,
RQ-h2-013,RQ 04.01,57,C04,16,10,S15,no,none,yes,,reword,"How does the factory's total spend per week trend, sliced by change sets, commits, PRs and repo, and by model tier and kind of work?",metric,core,sql + detector,D1;D9,harness.sessions;harness.subagent_runs;git.commits;plans.plan_items,baseline,,"Cost is the harness-reported API-equivalent cost; the subscription plan changed during the year, so dollars paid differ. The trend is only meaningful per unit of output, not in raw dollars.","Spend rises with volume; it is effort- and money-bound, and session limits pushed the owner onto pay-per-use.","Spend per change set falls as the factory matures, while total spend tracks the work demanded.","42:27 — use the cost the harness reports; slice by lines, commits, kind of work.","How does the factory's total spend trend over time, what drives it (session volume, model mix, kind of work, one product's share), and how reliable are the spend figures used to track it, including whether generated or vendored code should be weighted the same as hand-written work?",,
RQ-h2-014,RQ 04.13,69,C04,16,,S17,,,,,drop,How much agent time goes to tracking a renamed identifier across the fleet?,metric,core,deferred,,,deferred,not-recorded,"Rename-tracking memory is a one-off instance, and cost is not tagged in memory.",Not discussed. Draft: rename drift is covered by the drift detector in S12 (old 05 rename drift).,Renames propagate via the template in one sweep.,,"How much agent time goes to tracking a renamed identifier across the fleet, and is spend under-recorded in agent memory relative to how often cost actually drives a correction?",,dropped
RQ-h2-015,RQ 04.16,72,C04,16,3,S09,no,harness,no,time lost to session limits is a harness effect,reword,"From the moment work is authorized to the moment its PR opens, how much wall time and spend does it take, and how much of that is lost to session limits?",distribution,core,detector,D6;D9,plans.plan_items;harness.limit_events;harness.sessions;github.prs,baseline,,"Cost is the harness-reported API-equivalent cost; the subscription plan changed during the year, so dollars paid differ.","Owner: ""how much work time and spend""; session limits and time away cut it.",Authorized work reaches a PR without waiting on limits or the owner.,"49:07 — from authorized to PR opened, how much work time and spend.","From the moment work is authorized to the moment a PR is opened, how much wall-clock time and spend does it take, and how much does a harness rate limit cut that work short?",,
RQ-h2-016,RQ 04.17,73,C04,16,13,S19,yes,none,no,,reword,How much of the factory's cost and coordination behavior comes from having one operator rather than a team?,judgement,core,deferred,,,deferred,team,There is one operator; team effects cannot be observed here.,"""This is a team thing. We don't have a team but that's a good question to ask.""",,"49:35 — team question; no team, but keep it.","How much of a factory's cost and coordination behavior is attributable to having a single operator rather than a team, and what would need to be instrumented from the outset to reproduce this kind of study without after-the-fact reconstruction?",,
RQ-h2-017,RQ 04.14,70,C04,16,3,S15,no,harness,no,Scripted vs prompted gates is about the harness and skills,reword,How much model spend do scripted gates save compared to asking the model to decide the same thing?,metric,core,sql + detector,D9,knowledge.skill_versions;harness.tool_calls;harness.sessions,baseline,,"Scripted checks (pre-commit, scripted skill steps) cost nothing per run; the same judgment by a model costs tokens every time.","""Pre-commit is better than having an agent do the pre-commit… scripted skills are better than non-scripted skills.""",Every deterministic decision is scripted; models only judge what a script cannot.,48:18 — scripts much cheaper than agents; scripted skills better.,"How much model-invocation cost do scripted gates save compared to asking the model to decide, and what does an unnecessary operational wait loop or an automated judge's approval runs cost in aggregate?",,
RQ-h2-018,RQ 04.19,75,C04,16,11,S14,yes,orchestration,no,,reword,"When a deploy fails or never happens because CI went red, how long until it is noticed, and how long until it is fixed?",lag,core,sql + detector,D8,github.ci_runs,baseline,,"The owner reframed incidents as: CI failed, the change never deployed, nobody noticed.","""This is on me when I did not have the necessary things in place."" Standard practice to know these numbers.",A red deploy alerts immediately; time to notice is minutes.,"50:09 — CI failed, never deployed; how long to realize and to fix.","During a real incident, how does the actual time to restore service compare to the factory's stated recovery-time target?",,
RQ-h2-019,RQ 04.18,74,C04,16,9,S18,yes,policy,no,The cost of reversing a decision is about one-way doors,reword,"When the owner reverses an operational decision, what extra spend did the original choice and its reversal cost?",metric,core,detector + human,D9,harness.sessions;git.commits,baseline,,Owner framed it as cost of a reversed decision (two-way doors).,Almost every door is two-way with coding agents; reversal cost is small.,Reversals are cheap and their cost is recorded when they happen.,"49:35 — if we reversed a decision, how much was the additional spend.","When the factory owner reverses an earlier operational decision, can the reasoning behind the reversal be recovered from the historical record, and did cost pressure or a different concern drive it?",,
NEW-C16-01,,,C16,17,2,S16,no,observability,no,Defining the unit of output is method,new,"Does the factory define its unit of shipped output (change set, merged PR, closed work item) and record enough per unit to compute cost, time and defects for it?",yes/no,preflight,human,D1,commits;prs;plan_items,now,,"Efficiency ratios need a numerator; the owner chose the change set as the default unit, rolling up to PR, item, goal, repo and fleet.",Change set is the right unit; lines of code are a vanity metric because a refactor lowers lines while doing real work.,"Every change set is a first-class record linked to its cost, wall time and follow-up defects.",00:24:15 change set as the default unit inside one PR,,,
RQ-h2-020,RQ 16.01,310,C16,17,10,S16,no,none,yes,,reword,"How much spend does the factory use per shipped change set, and what share of spend goes to work later abandoned or reverted?",metric,core,detector,D9;D1;D5,sessions;subagent_runs;prs;plan_items,baseline,,"Tokens as electricity; cost is harness-reported API-equivalent, not the plan the owner actually paid.",Report the harness-reported cost; actual payment varied with the subscription plan.,Cost per change set falls; scrap spend is small.,00:41:42 use the cost the harness reports,"How much compute (tokens or spend) does the factory use per unit of shipped output, per repo, and what share of total consumption goes to work that is later abandoned or reverted rather than merged?",,
RQ-h2-021,RQ 16.05,314,C16,17,3,S16,no,harness,yes,Waste inside harness usage,reword,"How much harness usage is wasted: limit hits, subagent output never used, and repeated retries of the same command?",metric,core,sql,D6,limit_events;subagent_runs;tool_calls,now,,Subagents trade attention for money; some of their output is never acted on.,Subagents trade attention for money; session limits pushed the owner onto pay-per-use.,Limit hits are zero and every subagent's output is used.,,"How much of a factory's harness usage is wasted -- limit hits a cheaper cached path could have avoided, subagent output never acted on, and repeated retries of the same command within one session -- and what fraction of limit hits share the same underlying cause?",,
RQ-h2-022,RQ 16.06,315,C16,17,10,S16,yes,orchestration,yes,,reword,"What stops the factory's flow (human queues, CI blocking all merges, harness outages and session limits), how long does each stop last, and how often?",distribution,core,detector,D6,limit_events;ci_runs;asks;item_logs,baseline,,"Includes outages: how many, typical durations (e.g. 3-hour session-limit waits). Away vs not-noticed is a sub-slice.",Session limits cause definite outages worth tracking; the owner being away is the other main stop.,Only CI or genuine human decisions stop flow; no limit outages.,"00:36:15 limits by the provider, wait 3 hours; how many outages, typical time frames","What stops the factory's flow -- human approval queues, periods when CI blocks all merges, or a harness/process outage -- how long does each last, and what share of the wait is the human genuinely away versus not having noticed?",,
RQ-h2-023,RQ 16.02,311,C16,17,10,S16,no,observability,yes,,keep,"Can an OEE-style score (availability × performance × quality) be computed per repo per week, and how does it trend?",metric,core,detector,D6;D5;D1,sessions;limit_events;prs;ci_runs,baseline,,"Availability from limits/outages/AFK, performance from change sets per hour, quality from follow-up fixes.","Not discussed. Draft: Low availability (limits, AFK) dominates the score.",Availability near 1 because the factory runs without the owner present.,,"Can an OEE-style score (availability times performance times quality) be computed for the factory per repo per week, and how does it trend from the start of the study window to the end?",,
RQ-h2-024,RQ 16.03,312,C16,17,10,S12,no,observability,yes,defect lifetimes are a longitudinal result,reword,"What is the distribution of time between a defect being introduced and fixed, by defect class (CI failure, bug, revert, bug copied into clones)?",distribution,core,detector,D5;D7,commits;ci_runs;plan_items,now,,Duplicates the mistakes section's defect-lifetime question; moved there.,"Not discussed. Draft: Short for CI failures, long for bugs copied into clones.","Defects fixed within a day, once upstream.",,"How long does it take to detect and repair a defect -- a failed CI run, a tracked bug, a reverted commit, or the same bug copy-pasted into multiple clones -- and does time-to-fix differ by defect class?",,
RQ-h2-025,RQ 16.07,316,C16,17,10,S16,no,evidence,yes,,reword,"What share of opened PRs and work items complete rather than being abandoned (yield), and what share of merges ship without a follow-up fix?",metric,core,detector,D5,prs;plan_items,now,,Yield and scrap; test-coverage claims in commit messages are a sub-slice for S12.,"Not discussed. Draft: Yield is high for PRs, lower for items; first-pass quality lags.",High yield and high first-pass quality.,,"What share of opened PRs and work items reach completion rather than being abandoned, and what share of merges ship without a follow-up fix, including when the PR's own commit message claimed test coverage?",,
RQ-h2-026,RQ 16.08,317,C16,17,10,S16,no,orchestration,yes,,reword,"What are the factory's takt time and cycle-time distribution, and do PR-level and work-item-level timing tell the same story?",distribution,core,sql,D6,prs;plan_items,baseline,,No stated target exists yet; rebase inflation of commit history is a sub-slice.,Not discussed. Draft: PR cycle time is short; item cycle time is long because of pickup and planning waits.,"A stated takt target, met consistently.",,"What is the factory's actual takt time and cycle-time distribution against any stated target, do PR-level and work-item-level timing measure the same thing, and does merge-conflict rebasing inflate a PR's commit history?",,
RQ-h2-027,RQ 16.04,313,C16,17,10,S16,yes,orchestration,yes,WIP against the owner's attention ceiling is floor efficiency,reword,"How much work-in-progress does the factory carry (open items and PRs, parallel sessions in use), and how close is it to the owner's ceiling of about six sessions?",metric,core,sql,D6,prs;plan_items;sessions,now,,Utilisation of parallel sessions; completion velocity vs capacity is a follow-up.,About six Claude Code sessions at once is the personal ceiling; more and the owner can't follow.,"WIP limited by review and CI capacity, not by one person's attention.",,"How much work-in-progress does the factory carry at a given time -- open PRs and items per repo and their pipeline stage, how many parallel session slots are actually in use -- and how does completion velocity trend against the workload that capacity implies?",,
RQ-h2-028,RQ 16.11,320,C16,17,10,S16,no,none,yes,,reword,"What share of the factory's committed work is upkeep (dependency updates, compliance, re-vendoring) rather than new capability, and how is it trending?",metric,core,sql,D1,plan_items;commits;prs,now,,Person-days are not recorded; use change sets and spend instead.,Upkeep and structural work have grown since switching to larger models.,"Upkeep is automated and a small, stable share.",00:11:18 switched from releasing features to structural work,"What share of the factory's committed work is upkeep (dependency updates, compliance and audit tasks) rather than new capability, and how many person-days does that upkeep share consume?",,
RQ-h2-029,RQ 16.12,321,C16,17,6,S10,no,protocol,no,,reword,"When a shared process or interface changes, how many follow-up changes does the fleet need to re-adapt, and how much does repairing a drifted clone cost?",metric,core,detector,D3;D2;D9,commits;prs;instruction_files,now,,Propagation cost belongs with cross-repo messaging.,"Fix upstream first, then message the fleet; otherwise the same work repeats per repo.","One upstream change, zero manual downstream follow-ups.",00:21:11 change the template first and message all the agents,"When a shared process or interface changes, how many follow-up changes does the fleet need to re-adapt, and how much work does it take to repair a clone once it's found carrying drifted, stale shared state?",,
RQ-h2-030,RQ 16.09,318,C16,17,8,S11,no,gate,no,,reword,"Do the factory's gates actually block a failing change, or do they pass silently, get waived, or never fire?",metric,core,detector,D8,check_results;ci_runs;controls;checks,now,,A gate never observed failing may not work. Belongs with compliance and drift.,Not discussed. Draft: Several gates have never fired; low-priority controls are not yet enforced.,Every gate has a test showing it blocks a failing change.,,"Do the factory's compliance, security, and process gates actually verify their claim and block a failing change, or do they pass silently, get waived, or go unchecked, including whether a required cross-artifact link is actually honored?",,
RQ-h2-031,RQ 16.10,319,C16,17,13,S19,no,none,no,,reword,"Which of the factory's efficiency metrics would transfer unchanged to a different factory, and which are worth re-measuring as a longitudinal baseline?",judgement,core,human,,,deferred,later,Cross-repo feature cost attribution is covered in S15; transfer needs a second factory.,Not discussed. Draft: Change-set-based metrics transfer; attention metrics are specific to a solo owner.,A standard metric set runs on any factory.,,"How should cost be attributed to one feature when the work spans multiple repos or contributors, which of the factory's metrics would transfer unchanged to a different team's factory, and which would be worth tracking again as a longitudinal baseline?",,
RQ-h2-032,RQ 16.13,322,C16,17,,S08,,,,,merge:RQ-h1-038,"How stale is a repo's design record relative to its commit activity, and does the gap grow?",lag,core,detector:D2,D2,doc_versions;commits,now,,Same drift as design-record-in-same-change; kept as its time-series slice.,The design record drifts when architecture changes in code are not recorded.,Design record never lags code.,00:33:57,"How stale is a repo's architecture record relative to its ongoing commit activity, and does that gap grow over time?",,→ C02
RQ-h2-033,RQ 16.14,323,C16,17,8,S13,no,gate,no,,reword,"Of the security issues found, what share were caught by agent review, by an audit, and by an automated gate?",metric,core,sql,D8,plan_items;pr_reviews;ci_runs,now,,No team exists; the 'team's review' becomes agent review.,Not discussed. Draft: Audits and scanners catch most; agent review catches fewer.,Automated gates catch everything before merge.,,"Of the security issues found across the factory, what share were caught by the team's own review, by an external audit, versus by an automated gate?",,
RQ-h2-034,RQ 16.15,324,C16,17,,S09,,,,,merge:RQ-h1-030,"What is the size distribution of merged changes in change sets, and is it two populations (small fixes, large features)?",distribution,core,detector:D1,D1,prs;commits,now,,"Same bimodality question as PR wall time, on size.",Likely bimodal.,"Size follows plan scope, one coherent change per PR.",00:27:04 bimodal interesting,"What is the size distribution of merged changes across the factory's repos, and does it form two distinct populations (small fixes and large features) rather than one continuous spread?",,→ C02
NEW-C15-01,,,C15,18,13,S18,no,policy,no,,new,"Is there a record of why each factory rule, gate or skill was added?",yes/no,preflight,detector,D10,knowledge.controls;harness.memories;knowledge.design_decisions,now,,Opens the section: the manager's reasoning is only recoverable if it was written down.,Not discussed. Draft: partly: memories and decision logs carry a why; skills rarely do.,Every rule carries its trigger and a link to the incident.,"'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)",,,
NEW-C15-02,,,C15,18,13,S18,yes,none,no,,new,"When did the owner choose speed over doing something right the first time, and what did it cost in follow-up fixes?",judgement,core,human,D5,git.commits;github.prs,now,,Split from 15.06. Data trigger: follow-up fixes within days of merge (D5).,"Owner: 'I move fast because it was taking too long for some things … fine for greenfield, not with users' (14:52 00:31:16).",Speed and correctness are not traded: gates make the right way the fast way.,'while I was building the factory I move fast because it was taking too long' (14:52 00:31:16),,,
NEW-C15-03,,,C15,18,13,S18,yes,policy,no,,new,"Which of the owner's own standing rules was hardest to enforce, and why?",judgement,core,human,D2,knowledge.controls;knowledge.check_results,now,,Split from 15.02. Data trigger: controls with the longest failing streaks.,Not discussed. Draft: soft-compliance rules without deadlines.,Every rule has an enforcement mechanism and priority.,'every compliance thing we soft compliance so the deadlines don't really matter' (14:52 01:09:51),,,
RQ-h7-033,RQ 15.01,295,C15,18,13,S18,no,harness,no,,reword,"What triggered each restructuring of the process plugin's naming and organization, and did the later ones fix what the earlier one was for?",judgement,core,human,D10,knowledge.skill_versions;knowledge.plugin_versions,now,,Renames are expensive (the wayfare rename broke auto-approve fleet-wide); the owner's reason is the missing half of the commit record.,"Not discussed. Draft: each restructure followed a pain point: naming collisions, then discoverability; the rename caused its own drift.",Restructures are planned with a migration and a redirect.,"'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)","What triggered each restructuring of the process plugin's naming and organization scheme, and did later restructurings solve the problem the earlier one was meant to fix?",,
RQ-h7-034,RQ 15.03,297,C15,18,13,S18,yes,gate,no,,reword,What incident prompted each new control on the automated judge and human approval gate?,judgement,core,human,D5;D8,git.commits;github.ci_runs;knowledge.controls,now,,"Data trigger: for each control, the failed CI run or follow-up fix in the week before it was added (D5, D8).",Owner: 'most of the compliance related things were added by me based on some identified bug' (14:52 01:10:20).,Controls are added from a defect record automatically proposed by the factory.,'most of the compliance related things were added by me based on some identified bug' (14:52 01:10:20),"Why did the factory owner iterate so heavily on the automated judge and the human approval gate, what incident prompted each new control, and why did some stated rules take weeks to actually reach the code?",,
RQ-h7-035,RQ 15.07,301,C15,18,13,S18,yes,observability,no,,reword,When did spend become granular enough to shape the owner's decisions?,judgement,core,human,D9,harness.sessions;harness.memories,now,,Data trigger: the first cost memory and the spend-per-week curve.,Not discussed. Draft: after the August limit crunch.,Spend per item is visible at plan time.,"'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)","When did the factory owner start treating spend as granular enough to shape decisions, how did that thinking evolve from one saved memory to the next, and does spend vary meaningfully across repos or stay roughly flat?",,
RQ-h7-036,RQ 15.11,305,C15,18,1,S18,yes,policy,no,Why the factory needed a register: the factory question,reword,When and why did the owner decide the fleet needed a shared control register?,judgement,core,human,D2,knowledge.register_history;knowledge.controls,now,,Data trigger: the register's first commit and the drift that preceded it.,Owner: drift between old apps and the template meant 'we now needed a consistency enforcement mechanism' (14:52 00:07:58).,Controls are defined in the template from day one.,'there is now a drift … we now needed to have a consistency enforcement mechanism in place' (14:52 00:07:28),"When did the factory owner decide the fleet needed a shared control register, why does fleet-wide adoption in lockstep look like a risk rather than a safeguard to them, and did compliance requirements shape the factory's design or did the factory's design shape how compliance got implemented?",,
RQ-h7-037,RQ 15.12,306,C15,18,1,S18,yes,protocol,no,The owner as the coordination protocol motivates the factory,reword,When did the owner realize they were the coordination protocol between concurrent sessions?,judgement,core,human,D6,harness.sessions;plans.messages,now,,Data trigger: concurrent session counts per day and the first cross-repo message.,Owner: 'first make the change in the template and then have the template send a message to all the agents' (14:52 00:21:11).,Agents coordinate by messages; the owner sets priorities only.,'there's a messaging system that gets introduced here' (14:52 00:21:11),"When did the factory owner realize they personally were the coordination protocol between concurrent agent sessions, and how did they decide which coordination mechanism (a direct instruction, a pull request, a work-item message, a handoff) to use for a given situation?",,
RQ-h7-038,RQ 15.04,298,C15,18,10,S18,yes,none,yes,The owner's interaction behaviour over time,reword,"How did the owner's interaction with the harness change over the study (prompt length, context resets, correction rate), and does the owner read it as agents improving or themselves adapting?",metric,core,haiku,D6,harness.prompts;harness.sessions;harness.asks,now,,Data gives the curve; the owner gives the reading.,Owner: 'I have leaned into not reading the thing … maybe I'll just read the first few lines' (14:52 00:34:44). Draft: adaptation more than improvement.,Owner interaction is limited to the two gates; corrections trend to zero.,'I have leaned into like not reading the thing that was said that it is going to do' (14:52 00:34:44),"How did the factory owner's own interaction style with the harness change over the study period -- shorter prompts, more frequent context resets, different behavior after a stronger model became available, a falling correction rate -- and what does the owner believe each of those shifts actually reflects: agents improving, or the owner adapting to the agents' limits?",,
RQ-h7-039,RQ 15.13,307,C15,18,13,S18,no,none,no,,reword,Which single incident most changed how the factory runs?,judgement,core,human,D5,git.commits;harness.limit_events,now,,"Retrospective anchor; data offers candidates (reverts, outages, the rename breakage).","Not discussed. Draft: the rename that broke auto-approve fleet-wide, or the August limit crunch.",n/a (retrospective).,"'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)","During the multi-week gaps when the process plugin saw no activity, what was the factory owner building instead, how did what they optimized for change from one month to the next, and which single incident most changed something about how the factory runs?",,
